StudentId,Gender,Major,Age,Country,Dates,Topic,Sentiment,Feedback,"Graduate Count=IF(C2=""Graduate"",COUNTIF($C$2:C2,""Graduate""),"""")",Undergraduate Count
10590881,Male,Undergraduate,25,Turkey,8/24/2024,Language Barrier,Neutral,Neutral experience with language barrier.    ,,482
10590882,Female,Undergraduate,19,Finland,9/4/2024,Weather,Very Negative,Very Negative experience with weather.    ,,483
20590736,Male,Graduate,21,Mexico,9/6/2024,Cultural Differences,Negative,Negative experience with cultural differences.       ,337,
10590883,Female,Undergraduate,24,Iran,9/13/2024,Visa Issues,Positive,Positive experience with visa issues.  ,,484
20590737,Male,Graduate,20,Poland,9/16/2024,Tuition,Very Negative,Very Negative experience with tuition.   ,338,
10590884,Female,Undergraduate,26,New Zealand,9/21/2024,Housing,Very Negative,Very Negative experience with housing.        ,,485
10590885,Male,Undergraduate,22,Canada,1/1/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.     ,,486
20590738,Female,Graduate,18,Canada,1/2/2024,Language Barrier,Negative,Negative experience with language barrier.    ,339,
10590886,Male,Undergraduate,27,Belgium,2/1/2024,Weather,Neutral,Neutral experience with weather.     ,,487
20590739,Female,Graduate,20,Poland,2/9/2024,Social Life,Neutral,Neutral experience with social life.    ,340,
10590887,Male,Undergraduate,25,New Zealand,2/10/2024,Social Life,Negative,Negative experience with social life.      ,,488
10590888,Female,Undergraduate,19,Turkey,2/22/2024,Language Barrier,Negative,Negative experience with language barrier.    ,,489
20590740,Male,Graduate,21,Italy,3/5/2024,Health Insurance,Neutral,Neutral experience with health insurance.  ,341,
10590889,Female,Undergraduate,24,United Kingdom,3/13/2024,Tuition,Positive,Positive experience with tuition.  ,,490
20590741,Male,Graduate,20,India,4/5/2024,Tuition,Positive,Positive experience with tuition.   ,342,
10590890,Female,Undergraduate,26,Bangladesh,4/10/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.   ,,491
10590891,Male,Undergraduate,22,Argentina,5/1/2024,Health Insurance,Positive,Positive experience with health insurance.     ,,492
20590742,Female,Graduate,18,Ethiopia,5/30/2024,Housing,Neutral,Neutral experience with housing.   ,343,
10590892,Male,Undergraduate,29,Malaysia,7/2/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.      ,,493
20590743,Female,Graduate,20,China,7/26/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.      ,344,
10590893,Male,Undergraduate,25,Philippines,7/29/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.  ,,494
10590894,Female,Undergraduate,19,Singapore,8/3/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.       ,,495
20590744,Male,Graduate,21,United Arab Emirates,8/5/2024,Tuition,Very Negative,Very Negative experience with tuition.     ,345,
10590895,Female,Undergraduate,24,United Kingdom,8/15/2024,Housing,Very Positive,Very Positive experience with housing.        ,,496
20590745,Male,Graduate,20,Bangladesh,9/14/2024,Cultural Differences,Positive,Positive experience with cultural differences.   ,346,
10590896,Female,Undergraduate,26,Algeria,10/3/2024,Job Search,Neutral,Neutral experience with job search.  ,,497
10590897,Male,Undergraduate,22,Brazil,10/9/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.     ,,498
20590746,Female,Graduate,18,Nepal,10/12/2024,Weather,Very Negative,Very Negative experience with weather.   ,347,
10590898,Male,Undergraduate,29,Poland,11/2/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.      ,,499
20590747,Female,Graduate,20,Iran,11/18/2024,Job Search,Negative,Negative experience with job search.     ,348,
10590899,Male,Undergraduate,25,Nepal,1/9/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.       ,,500
10590900,Female,Undergraduate,19,Russia,2/9/2024,Tuition,Neutral,Neutral experience with tuition.     ,,501
20590748,Male,Graduate,21,New Zealand,2/15/2024,Tuition,Neutral,Neutral experience with tuition.  ,349,
10590901,Female,Undergraduate,24,Australia,2/16/2024,Visa Issues,Neutral,Neutral experience with visa issues.      ,,502
20590749,Male,Graduate,20,Singapore,2/29/2024,Job Search,Negative,Negative experience with job search.        ,350,
10590902,Female,Undergraduate,26,Netherlands,3/15/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.        ,,503
10590903,Male,Undergraduate,22,Belgium,3/18/2024,Health Insurance,Neutral,Neutral experience with health insurance.      ,,504
20590750,Female,Graduate,18,Nepal,3/27/2024,Job Search,Positive,Positive experience with job search.      ,351,
10590904,Male,Undergraduate,27,Argentina,4/22/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.  ,,505
20590751,Female,Graduate,20,New Zealand,6/12/2024,Language Barrier,Positive,Positive experience with language barrier.      ,352,
10590905,Male,Undergraduate,25,Nigeria,6/15/2024,Weather,Negative,Negative experience with weather.       ,,506
10590906,Female,Undergraduate,19,Philippines,7/9/2024,Social Life,Very Negative,Very Negative experience with social life. ,,507
20590752,Male,Graduate,21,Romania,7/27/2024,Social Life,Negative,Negative experience with social life. ,353,
10590907,Female,Undergraduate,24,Canada,8/3/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.   ,,508
20590753,Male,Graduate,20,Ghana,8/16/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.         ,354,
10590908,Female,Undergraduate,26,Sweden,8/26/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.   ,,509
10590909,Male,Undergraduate,22,Belgium,9/17/2024,Social Life,Very Positive,Very Positive experience with social life.        ,,510
20590754,Female,Graduate,18,Sweden,9/25/2024,Academic Pressure,Positive,Positive experience with academic pressure.  ,355,
10590910,Male,Undergraduate,29,Czech Republic,9/26/2024,Visa Issues,Positive,Positive experience with visa issues.   ,,511
20590755,Female,Graduate,20,Sri Lanka,10/1/2024,Language Barrier,Neutral,Neutral experience with language barrier.     ,356,
10590911,Male,Undergraduate,25,Finland,10/10/2024,Job Search,Negative,Negative experience with job search.        ,,512
10590912,Female,Undergraduate,19,Romania,1/5/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.    ,,513
20590756,Male,Graduate,21,Ukraine,2/10/2024,Language Barrier,Neutral,Neutral experience with language barrier.       ,357,
10590913,Female,Undergraduate,24,Singapore,2/27/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.        ,,514
20590757,Male,Graduate,20,United Kingdom,3/1/2024,Tuition,Very Negative,Very Negative experience with tuition.         ,358,
10590914,Female,Undergraduate,26,Denmark,3/6/2024,Job Search,Positive,Positive experience with job search.        ,,515
10590915,Male,Undergraduate,22,Japan,3/26/2024,Tuition,Neutral,Neutral experience with tuition.      ,,516
20590758,Female,Graduate,18,United Kingdom,4/9/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.   ,359,
10590916,Male,Undergraduate,27,Morocco,4/20/2024,Weather,Negative,Negative experience with weather.     ,,517
20590759,Female,Graduate,20,Japan,5/2/2024,Language Barrier,Neutral,Neutral experience with language barrier.    ,360,
10590917,Male,Undergraduate,25,India,5/3/2024,Social Life,Very Positive,Very Positive experience with social life.  ,,518
10590918,Female,Undergraduate,19,Canada,5/7/2024,Tuition,Neutral,Neutral experience with tuition.         ,,519
20590760,Male,Graduate,21,Nigeria,5/16/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.  ,361,
10590919,Female,Undergraduate,24,Australia,5/21/2024,Tuition,Positive,Positive experience with tuition.  ,,520
20590761,Male,Graduate,20,China,6/5/2024,Job Search,Very Positive,Very Positive experience with job search.        ,362,
10590920,Female,Undergraduate,26,Austria,6/8/2024,Health Insurance,Negative,Negative experience with health insurance.   ,,521
10590921,Male,Undergraduate,22,Algeria,6/25/2024,Weather,Neutral,Neutral experience with weather.   ,,522
20590762,Female,Graduate,18,Japan,8/13/2024,Social Life,Positive,Positive experience with social life.   ,363,
10590922,Male,Undergraduate,29,Mexico,9/7/2024,Health Insurance,Positive,Positive experience with health insurance.       ,,523
20590763,Female,Graduate,20,Philippines,9/17/2024,Housing,Very Negative,Very Negative experience with housing.   ,364,
10590923,Male,Undergraduate,25,Hungary,11/7/2024,Health Insurance,Negative,Negative experience with health insurance.    ,,524
10590924,Female,Undergraduate,19,Belgium,11/12/2024,Language Barrier,Negative,Negative experience with language barrier.     ,,525
20590764,Male,Graduate,21,Australia,1/8/2024,Tuition,Negative,Negative experience with tuition.    ,365,
10590925,Female,Undergraduate,24,Ethiopia,2/7/2024,Social Life,Neutral,Neutral experience with social life.       ,,526
20590765,Male,Graduate,20,Brazil,2/10/2024,Academic Pressure,Negative,Negative experience with academic pressure.        ,366,
10590926,Female,Undergraduate,26,Ireland,2/14/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.  ,,527
10590927,Male,Undergraduate,22,Chile,2/19/2024,Weather,Very Positive,Very Positive experience with weather.       ,,528
20590766,Female,Graduate,18,Nepal,2/24/2024,Housing,Positive,Positive experience with housing.      ,367,
10590928,Male,Undergraduate,27,Thailand,3/14/2024,Language Barrier,Neutral,Neutral experience with language barrier.       ,,529
20590767,Female,Graduate,20,Kenya,5/16/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure. ,368,
10590929,Male,Undergraduate,25,Peru,5/23/2024,Tuition,Neutral,Neutral experience with tuition.       ,,530
10590930,Female,Undergraduate,19,Indonesia,6/3/2024,Housing,Very Positive,Very Positive experience with housing.  ,,531
20590768,Male,Graduate,21,Sri Lanka,6/13/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.         ,369,
10590931,Female,Undergraduate,24,Sweden,6/21/2024,Social Life,Positive,Positive experience with social life.    ,,532
20590769,Male,Graduate,20,Ukraine,6/27/2024,Language Barrier,Neutral,Neutral experience with language barrier.  ,370,
10590932,Female,Undergraduate,26,South Korea,7/1/2024,Weather,Very Negative,Very Negative experience with weather.     ,,533
10590933,Male,Undergraduate,22,Russia,8/9/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.   ,,534
20590770,Female,Graduate,18,Pakistan,9/10/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.  ,371,
10590934,Male,Undergraduate,29,Philippines,1/1/2024,Tuition,Positive,Positive experience with tuition.        ,,535
20590771,Female,Graduate,20,Greece,2/13/2024,Job Search,Positive,Positive experience with job search.      ,372,
10590935,Male,Undergraduate,25,Romania,2/17/2024,Cultural Differences,Positive,Positive experience with cultural differences.    ,,536
10590936,Female,Undergraduate,19,Czech Republic,2/22/2024,Weather,Very Positive,Very Positive experience with weather.      ,,537
20590772,Male,Graduate,21,Germany,3/16/2024,Academic Pressure,Very Positive,Very Positive experience with academic pressure.      ,373,
10590937,Female,Undergraduate,24,Pakistan,3/30/2024,Language Barrier,Negative,Negative experience with language barrier.      ,,538
20590773,Male,Graduate,20,Norway,5/8/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.        ,374,
10590938,Female,Undergraduate,26,New Zealand,5/9/2024,Cultural Differences,Positive,Positive experience with cultural differences.        ,,539
10590939,Male,Undergraduate,22,Belgium,6/12/2024,Health Insurance,Negative,Negative experience with health insurance.  ,,540
20590774,Female,Graduate,18,Morocco,6/28/2024,Weather,Very Positive,Very Positive experience with weather.     ,375,
10590940,Male,Undergraduate,27,Norway,7/1/2024,Job Search,Negative,Negative experience with job search.       ,,541
20590775,Female,Graduate,20,Russia,7/13/2024,Tuition,Negative,Negative experience with tuition.       ,376,
10590941,Male,Undergraduate,25,United Arab Emirates,7/15/2024,Social Life,Positive,Positive experience with social life.  ,,542
10590942,Female,Undergraduate,19,Switzerland,7/23/2024,Tuition,Negative,Negative experience with tuition.   ,,543
20590776,Male,Graduate,21,Germany,7/26/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.        ,377,
10590943,Female,Undergraduate,24,India,1/9/2024,Weather,Negative,Negative experience with weather.      ,,544
20590777,Male,Graduate,20,Nepal,1/12/2024,Job Search,Positive,Positive experience with job search.        ,378,
10590944,Female,Undergraduate,26,India,1/18/2024,Academic Pressure,Positive,Positive experience with academic pressure.        ,,545
10590945,Male,Undergraduate,22,Canada,1/25/2024,Weather,Negative,Negative experience with weather.        ,,546
20590778,Female,Graduate,18,Finland,2/2/2024,Tuition,Very Negative,Very Negative experience with tuition.       ,379,
10590946,Male,Undergraduate,29,Spain,1/6/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.     ,,547
20590779,Female,Graduate,20,Canada,1/22/2024,Academic Pressure,Positive,Positive experience with academic pressure.       ,380,
10590947,Male,Undergraduate,25,Nepal,2/9/2024,Cultural Differences,Positive,Positive experience with cultural differences.        ,,548
10590948,Female,Undergraduate,19,Portugal,4/18/2024,Housing,Negative,Negative experience with housing.  ,,549
20590780,Male,Graduate,21,Poland,4/20/2024,Tuition,Very Positive,Very Positive experience with tuition.       ,381,
10590949,Female,Undergraduate,24,China,4/29/2024,Health Insurance,Negative,Negative experience with health insurance.    ,,550
20590781,Male,Graduate,20,Mexico,5/2/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.    ,382,
10590950,Female,Undergraduate,26,Iran,6/11/2024,Visa Issues,Positive,Positive experience with visa issues.      ,,551
10590951,Male,Undergraduate,22,Ireland,6/12/2024,Job Search,Positive,Positive experience with job search.  ,,552
20590782,Female,Graduate,18,Czech Republic,7/9/2024,Social Life,Negative,Negative experience with social life.        ,383,
20590783,Male,Graduate,27,Algeria,7/12/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.      ,384,
10590952,Female,Undergraduate,26,United States,7/13/2024,Weather,Negative,Negative experience with weather.        ,,553
20590784,Male,Graduate,26,Hungary,7/17/2024,Social Life,Negative,Negative experience with social life.  ,385,
10590953,Female,Undergraduate,26,Australia,7/30/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.       ,,554
20590785,Male,Graduate,25,Sri Lanka,8/2/2024,Tuition,Very Positive,Very Positive experience with tuition.     ,386,
10590954,Female,Undergraduate,21,Switzerland,8/19/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.       ,,555
10590955,Male,Undergraduate,27,Morocco,8/22/2024,Visa Issues,Negative,Negative experience with visa issues.  ,,556
20590786,Female,Graduate,19,Turkey,8/27/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.    ,387,
10590956,Male,Undergraduate,22,South Korea,9/2/2024,Cultural Differences,Negative,Negative experience with cultural differences.      ,,557
20590787,Female,Graduate,24,Morocco,9/20/2024,Health Insurance,Negative,Negative experience with health insurance.  ,388,
10590957,Male,Undergraduate,20,Portugal,9/26/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.        ,,558
20590788,Female,Graduate,26,Brazil,10/7/2024,Housing,Very Negative,Very Negative experience with housing.        ,389,
10590958,Male,Undergraduate,21,United Kingdom,10/9/2024,Weather,Negative,Negative experience with weather.    ,,559
20590789,Female,Graduate,23,Chile,11/18/2024,Cultural Differences,Negative,Negative experience with cultural differences.     ,390,
10590959,Male,Undergraduate,18,Ireland,12/25/2024,Tuition,Positive,Positive experience with tuition.    ,,560
20590790,Female,Graduate,29,Thailand,2/20/2024,Health Insurance,Neutral,Neutral experience with health insurance.        ,391,
10590960,Male,Undergraduate,20,Sri Lanka,2/24/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.    ,,561
10590961,Female,Undergraduate,25,Italy,3/15/2024,Social Life,Very Positive,Very Positive experience with social life.     ,,562
20590791,Male,Graduate,19,Sweden,3/18/2024,Language Barrier,Neutral,Neutral experience with language barrier.  ,392,
10590962,Female,Undergraduate,22,Sweden,3/25/2024,Housing,Positive,Positive experience with housing.       ,,563
20590792,Male,Graduate,28,Ukraine,3/26/2024,Tuition,Very Positive,Very Positive experience with tuition.      ,393,
10590963,Female,Undergraduate,20,Vietnam,4/11/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.       ,,564
10590964,Male,Undergraduate,26,Kenya,4/24/2024,Health Insurance,Neutral,Neutral experience with health insurance.  ,,565
20590793,Female,Graduate,19,Czech Republic,5/8/2024,Academic Pressure,Negative,Negative experience with academic pressure.        ,394,
10590965,Male,Undergraduate,21,Nigeria,5/17/2024,Social Life,Very Positive,Very Positive experience with social life. ,,566
20590794,Female,Graduate,24,France,6/11/2024,Language Barrier,Very Negative,Very Negative experience with language barrier.     ,395,
10590966,Male,Undergraduate,18,South Korea,6/17/2024,Visa Issues,Neutral,Neutral experience with visa issues.  ,,567
10590967,Female,Undergraduate,27,Hungary,6/26/2024,Language Barrier,Negative,Negative experience with language barrier.       ,,568
20590795,Male,Graduate,20,Canada,7/10/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.       ,396,
10590968,Female,Undergraduate,21,Argentina,8/10/2024,Academic Pressure,Positive,Positive experience with academic pressure.  ,,569
20590796,Male,Graduate,25,Brazil,8/29/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.   ,397,
10590969,Female,Undergraduate,19,Switzerland,9/5/2024,Academic Pressure,Neutral,Neutral experience with academic pressure.        ,,570
20590797,Male,Graduate,28,United Kingdom,9/12/2024,Cultural Differences,Positive,Positive experience with cultural differences.     ,398,
10590970,Female,Undergraduate,20,Pakistan,9/16/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.    ,,571
10590971,Male,Undergraduate,26,China,12/20/2024,Visa Issues,Very Negative,Very Negative experience with visa issues.   ,,572
20590798,Female,Graduate,22,South Africa,9/28/2024,Tuition,Negative,Negative experience with tuition.  ,399,
10590972,Male,Undergraduate,18,France,10/1/2024,Academic Pressure,Positive,Positive experience with academic pressure.        ,,573
20590799,Female,Graduate,29,Poland,10/5/2024,Tuition,Negative,Negative experience with tuition.     ,400,
10590973,Male,Undergraduate,20,Singapore,10/9/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.     ,,574
10590974,Female,Undergraduate,25,Sweden,10/11/2024,Weather,Negative,Negative experience with weather.        ,,575
20590800,Male,Graduate,19,Brazil,10/17/2024,Tuition,Neutral,Neutral experience with tuition.    ,401,
10590975,Female,Undergraduate,21,Netherlands,10/26/2024,Housing,Neutral,Neutral experience with housing.      ,,576
20590801,Male,Graduate,24,Sri Lanka,11/15/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.       ,402,
10590976,Female,Undergraduate,20,Japan,11/28/2024,Tuition,Very Positive,Very Positive experience with tuition.       ,,577
10590977,Male,Undergraduate,26,Philippines,12/7/2024,Weather,Positive,Positive experience with weather.      ,,578
20590802,Female,Graduate,22,Romania,9/24/2024,Housing,Positive,Positive experience with housing.         ,403,
10590978,Male,Undergraduate,18,Singapore,10/17/2024,Social Life,Positive,Positive experience with social life.       ,,579
20590803,Female,Graduate,27,Algeria,11/1/2024,Social Life,Neutral,Neutral experience with social life.   ,404,
10590979,Male,Undergraduate,20,Turkey,11/13/2024,Visa Issues,Neutral,Neutral experience with visa issues.        ,,580
10590980,Female,Undergraduate,25,Peru,11/19/2024,Cultural Differences,Negative,Negative experience with cultural differences.   ,,581
20590804,Male,Graduate,19,France,11/29/2024,Weather,Very Positive,Very Positive experience with weather.     ,405,
10590981,Female,Undergraduate,21,Singapore,12/12/2024,Weather,Neutral,Neutral experience with weather.     ,,582
20590805,Male,Graduate,24,Romania,12/24/2024,Health Insurance,Very Negative,Very Negative experience with health insurance.      ,406,
10590982,Female,Undergraduate,20,Austria,12/26/2024,Tuition,Positive,Positive experience with tuition.        ,,583
10590983,Male,Undergraduate,26,Belgium,11/13/2024,Job Search,Very Negative,Very Negative experience with job search.   ,,584
20590806,Female,Graduate,22,Austria,11/28/2024,Language Barrier,Positive,Positive experience with language barrier.    ,407,
10590984,Male,Undergraduate,18,France,12/9/2024,Housing,Neutral,Neutral experience with housing.       ,,585
20590807,Female,Graduate,29,Chile,12/18/2024,Visa Issues,Very Positive,Very Positive experience with visa issues.       ,408,
10590985,Male,Undergraduate,20,France,10/25/2024,Social Life,Positive,Positive experience with social life.      ,,586
10590986,Female,Undergraduate,25,Ireland,11/5/2024,Housing,Negative,Negative experience with housing.    ,,587
20590808,Male,Graduate,19,Colombia,12/2/2024,Social Life,Neutral,Neutral experience with social life.      ,409,
10590987,Female,Undergraduate,21,United Arab Emirates,12/10/2024,Housing,Positive,Positive experience with housing.  ,,588
20590809,Male,Graduate,24,Sri Lanka,11/21/2024,Health Insurance,Neutral,Neutral experience with health insurance.       ,410,
10590988,Female,Undergraduate,20,Japan,10/16/2024,Language Barrier,Positive,Positive experience with language barrier.       ,,589
10590989,Male,Undergraduate,26,Italy,2/1/2024,Housing,Very Positive,Very Positive experience with housing.  ,,590
20590810,Female,Graduate,22,Ukraine,2/9/2024,Academic Pressure,Negative,Negative experience with academic pressure.  ,411,
10590990,Male,Undergraduate,18,Ethiopia,3/15/2024,Tuition,Negative,Negative experience with tuition.     ,,591
20590811,Female,Graduate,29,Norway,3/22/2024,Cultural Differences,Positive,Positive experience with cultural differences.      ,412,
10590991,Male,Undergraduate,20,China,4/2/2024,Academic Pressure,Positive,Positive experience with academic pressure.       ,,592
10590992,Female,Undergraduate,25,Czech Republic,4/27/2024,Cultural Differences,Positive,Positive experience with cultural differences.    ,,593
20590812,Male,Graduate,19,Czech Republic,5/1/2024,Language Barrier,Positive,Positive experience with language barrier.  ,413,
10590993,Female,Undergraduate,21,Hungary,5/6/2024,Health Insurance,Neutral,Neutral experience with health insurance.       ,,594
20590813,Male,Graduate,24,Italy,5/16/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.        ,414,
10590994,Female,Undergraduate,20,Pakistan,5/18/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.    ,,595
10590995,Male,Undergraduate,26,Vietnam,5/21/2024,Cultural Differences,Negative,Negative experience with cultural differences.        ,,596
20590814,Female,Graduate,22,Malaysia,6/5/2024,Tuition,Very Negative,Very Negative experience with tuition.  ,415,
10590996,Male,Undergraduate,18,Belgium,6/13/2024,Health Insurance,Neutral,Neutral experience with health insurance.  ,,597
20590815,Female,Graduate,27,Sweden,7/26/2024,Cultural Differences,Very Negative,Very Negative experience with cultural differences.  ,416,
10590997,Male,Undergraduate,20,Bangladesh,8/7/2024,Cultural Differences,Positive,Positive experience with cultural differences.     ,,598
10590998,Female,Undergraduate,25,Nepal,8/12/2024,Weather,Neutral,Neutral experience with weather.     ,,599
20590816,Male,Graduate,19,South Korea,8/14/2024,Visa Issues,Positive,Positive experience with visa issues.  ,417,
10590999,Female,Undergraduate,21,China,9/26/2024,Tuition,Very Positive,Very Positive experience with tuition.     ,,600
20590817,Male,Graduate,24,Israel,10/10/2024,Social Life,Positive,Positive experience with social life.     ,418,
10591000,Female,Undergraduate,20,United Arab Emirates,10/30/2024,Language Barrier,Negative,Negative experience with language barrier.      ,,601
10591001,Male,Undergraduate,26,China,11/23/2024,Job Search,Negative,Negative experience with job search.       ,,602
20590818,Female,Graduate,22,Turkey,11/27/2024,Tuition,Very Positive,Very Positive experience with tuition.   ,419,
10591002,Male,Undergraduate,18,Vietnam,12/30/2024,Housing,Neutral,Neutral experience with housing.   ,,603
20590819,Female,Graduate,29,Nepal,1/3/2024,Housing,Negative,Negative experience with housing.    ,420,
10591003,Male,Undergraduate,20,United Kingdom,1/8/2024,Academic Pressure,Positive,Positive experience with academic pressure.       ,,604
10591004,Female,Undergraduate,25,Algeria,1/11/2024,Health Insurance,Positive,Positive experience with health insurance.    ,,605
20590820,Male,Graduate,19,Russia,1/22/2024,Cultural Differences,Positive,Positive experience with cultural differences.       ,421,
10591005,Female,Undergraduate,21,Colombia,2/6/2024,Job Search,Positive,Positive experience with job search.     ,,606
20590821,Male,Graduate,24,Peru,2/7/2024,Language Barrier,Negative,Negative experience with language barrier.     ,422,
10591006,Female,Undergraduate,20,Bangladesh,2/28/2024,Social Life,Very Positive,Very Positive experience with social life. ,,607
10591007,Male,Undergraduate,26,United States,3/22/2024,Cultural Differences,Neutral,Neutral experience with cultural differences.        ,,608
20590822,Female,Graduate,22,Algeria,4/1/2024,Social Life,Negative,Negative experience with social life.    ,423,
10591008,Male,Undergraduate,18,Bangladesh,5/3/2024,Social Life,Very Negative,Very Negative experience with social life.    ,,609
20590823,Female,Graduate,27,Saudi Arabia,5/6/2024,Tuition,Neutral,Neutral experience with tuition.  ,424,
10591009,Male,Undergraduate,20,Sweden,6/4/2024,Social Life,Very Positive,Very Positive experience with social life.        ,,610
10591010,Female,Undergraduate,25,Switzerland,6/15/2024,Weather,Very Positive,Very Positive experience with weather.   ,,611
20590824,Male,Graduate,19,Austria,6/25/2024,Tuition,Very Negative,Very Negative experience with tuition.  ,425,
10591011,Female,Undergraduate,21,China,6/29/2024,Health Insurance,Neutral,Neutral experience with health insurance.       ,,612
20590825,Male,Graduate,24,Bangladesh,7/12/2024,Visa Issues,Neutral,Neutral experience with visa issues.        ,426,
10591012,Female,Undergraduate,20,Nepal,7/13/2024,Job Search,Positive,Positive experience with job search.       ,,613
10591013,Male,Undergraduate,26,Canada,8/16/2024,Housing,Very Negative,Very Negative experience with housing.    ,,614
20590826,Female,Graduate,22,Canada,8/24/2024,Cultural Differences,Positive,Positive experience with cultural differences.      ,427,
10591014,Male,Undergraduate,18,Belgium,9/4/2024,Housing,Very Negative,Very Negative experience with housing.       ,,615
20590827,Female,Graduate,29,Poland,9/6/2024,Weather,Very Negative,Very Negative experience with weather.   ,428,
10591015,Male,Undergraduate,20,New Zealand,9/13/2024,Housing,Very Positive,Very Positive experience with housing.   ,,616
10591016,Female,Undergraduate,25,Turkey,9/16/2024,Housing,Positive,Positive experience with housing.   ,,617
20590828,Male,Graduate,19,Italy,9/21/2024,Language Barrier,Very Positive,Very Positive experience with language barrier.    ,429,
10591017,Female,Undergraduate,21,United Kingdom,1/1/2024,Weather,Very Positive,Very Positive experience with weather.  ,,618
20590829,Male,Graduate,24,India,1/2/2024,Visa Issues,Negative,Negative experience with visa issues.     ,430,
10591018,Female,Undergraduate,20,Bangladesh,2/1/2024,Academic Pressure,Very Negative,Very Negative experience with academic pressure.   ,,619
10591019,Male,Undergraduate,26,Argentina,2/9/2024,Health Insurance,Positive,Positive experience with health insurance.        ,,620
20590830,Female,Graduate,22,Ethiopia,2/10/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.       ,431,
10591020,Male,Undergraduate,18,Malaysia,2/22/2024,Weather,Positive,Positive experience with weather.  ,,621
20590831,Female,Graduate,27,China,3/5/2024,Housing,Very Positive,Very Positive experience with housing.      ,432,
10591021,Male,Undergraduate,20,Philippines,3/13/2024,Health Insurance,Very Positive,Very Positive experience with health insurance.   ,,622
10591022,Female,Undergraduate,25,Singapore,4/5/2024,Housing,Negative,Negative experience with housing.   ,,623
20590832,Male,Graduate,19,United Arab Emirates,4/10/2024,Tuition,Very Positive,Very Positive experience with tuition.        ,433,
10591023,Female,Undergraduate,21,United Kingdom,5/1/2024,Social Life,Negative,Negative experience with social life.   ,,624
20590833,Male,Graduate,24,Bangladesh,5/30/2024,Cultural Differences,Negative,Negative experience with cultural differences.     ,434,
10591024,Female,Undergraduate,20,Algeria,7/2/2024,Language Barrier,Neutral,Neutral experience with language barrier.      ,,625
10591025,Male,Undergraduate,26,Brazil,7/26/2024,Cultural Differences,Very Positive,Very Positive experience with cultural differences.       ,,626
20590834,Female,Graduate,22,Nepal,7/29/2024,Housing,Positive,Positive experience with housing.    ,435,
10591026,Male,Undergraduate,18,Poland,8/3/2024,Housing,Very Positive,Very Positive experience with housing.        ,,627
20590835,Female,Graduate,29,Iran,8/5/2024,Housing,Negative,Negative experience with housing.  ,436,
10591027,Male,Undergraduate,20,Nepal,8/15/2024,Housing,Very Positive,Very Positive experience with housing.    ,,628
10591028,Female,Undergraduate,25,Russia,9/14/2024,Weather,Neutral,Neutral experience with weather.       ,,629
20590836,Male,Graduate,19,New Zealand,10/3/2024,Job Search,Very Negative,Very Negative experience with job search.     ,437,
10591029,Female,Undergraduate,21,Australia,10/9/2024,Academic Pressure,Positive,Positive experience with academic pressure.    ,,630
